SessionID,Date,Source,Device,IsBounce,ViewedProduct,AddToCart,Purchase,SessionDurationSec
SES-10396,2023-04-17,Referral,Tablet,No,Yes,No,No,518
SES-10397,2023-09-14,Direct,Desktop,Yes,No,No,No,5
SES-10398,2023-04-25,Organic Search,Mobile,Yes,No,No,No,4
SES-10399,2023-04-02,Paid Search,Tablet,Yes,No,No,No,9
SES-10400,2023-06-09,Social,Desktop,Yes,No,No,No,9
SES-10401,2023-03-14,Organic Search,Desktop,Yes,No,No,No,0
SES-10402,2023-07-15,Direct,Tablet,No,Yes,Yes,No,498
SES-10403,2023-05-18,Organic Search,Desktop,No,Yes,Yes,Yes,20
SES-10404,2023-08-21,Direct,Mobile,Yes,No,No,No,8
SES-10405,2023-05-06,Direct,Desktop,No,Yes,No,No,514
SES-10406,2023-11-20,Organic Search,Desktop,No,Yes,Yes,No,492
SES-10407,2023-01-18,Social,Desktop,Yes,No,No,No,2
SES-10408,2023-04-28,Referral,Desktop,No,Yes,No,No,351
SES-10409,2023-02-01,Direct,Desktop,No,Yes,No,No,203
SES-10410,2023-09-13,Organic Search,Desktop,Yes,No,No,No,6
SES-10411,2023-10-28,Direct,Tablet,Yes,No,No,No,9
SES-10412,2023-01-23,Social,Tablet,No,Yes,No,No,454
SES-10413,2023-11-16,Paid Search,Desktop,No,Yes,No,No,426
SES-10414,2023-07-28,Organic Search,Desktop,No,Yes,Yes,Yes,576
SES-10415,2023-02-23,Paid Search,Tablet,No,Yes,No,No,269
SES-10416,2023-08-01,Direct,Mobile,No,Yes,Yes,No,498
SES-10417,2023-09-13,Paid Search,Desktop,Yes,No,No,No,3
SES-10418,2023-12-28,Organic Search,Desktop,No,Yes,No,No,204
SES-10419,2023-06-09,Paid Search,Desktop,Yes,No,No,No,7
SES-10420,2023-08-14,Direct,Tablet,Yes,No,No,No,9
SES-10421,2023-03-12,Organic Search,Mobile,Yes,No,No,No,4
SES-10422,2023-04-21,Social,Tablet,Yes,No,No,No,9
SES-10423,2023-01-14,Paid Search,Mobile,No,Yes,No,No,368
SES-10424,2023-08-27,Paid Search,Tablet,No,Yes,No,No,95
SES-10425,2023-07-03,Referral,Tablet,Yes,No,No,No,5
SES-10426,2023-05-26,Organic Search,Tablet,Yes,No,No,No,4
SES-10427,2023-03-11,Organic Search,Tablet,No,Yes,No,No,350
SES-10428,2023-10-24,Organic Search,Desktop,No,Yes,Yes,No,57
SES-10429,2023-04-28,Social,Tablet,No,Yes,No,No,418
SES-10430,2023-03-18,Organic Search,Desktop,Yes,No,No,No,1
SES-10431,2023-12-21,Social,Desktop,Yes,No,No,No,2
SES-10432,2023-11-20,Direct,Desktop,No,Yes,No,No,247
SES-10433,2023-06-13,Social,Mobile,Yes,No,No,No,6
SES-10434,2023-11-15,Direct,Desktop,No,Yes,No,No,212
SES-10435,2023-11-11,Paid Search,Mobile,Yes,No,No,No,6
SES-10436,2023-10-19,Referral,Tablet,No,Yes,Yes,Yes,70
SES-10437,2023-03-21,Direct,Desktop,No,Yes,No,No,389
SES-10438,2023-10-04,Organic Search,Desktop,Yes,No,No,No,5
SES-10439,2023-04-21,Social,Desktop,Yes,No,No,No,8
SES-10440,2023-06-07,Paid Search,Mobile,No,Yes,No,No,122
SES-10441,2023-11-24,Social,Tablet,No,Yes,No,No,363
SES-10442,2023-06-08,Social,Desktop,Yes,No,No,No,3
SES-10443,2023-12-27,Social,Mobile,No,Yes,No,No,199
SES-10444,2023-03-30,Direct,Mobile,Yes,No,No,No,3
SES-10445,2023-08-29,Referral,Mobile,Yes,No,No,No,4
SES-10446,2023-05-22,Direct,Desktop,No,Yes,No,No,35
SES-10447,2023-08-11,Paid Search,Desktop,Yes,No,No,No,9
SES-10448,2023-10-03,Social,Tablet,No,Yes,No,No,525
SES-10449,2023-03-12,Organic Search,Desktop,No,Yes,No,No,344
SES-10450,2023-03-19,Social,Desktop,Yes,No,No,No,2
SES-10451,2023-10-18,Referral,Tablet,No,Yes,No,No,236
SES-10452,2023-07-31,Direct,Mobile,No,Yes,No,No,337
SES-10453,2023-08-21,Social,Tablet,No,Yes,No,No,57
SES-10454,2023-06-22,Social,Mobile,Yes,No,No,No,5
SES-10455,2023-10-16,Referral,Desktop,No,Yes,Yes,Yes,504
SES-10456,2023-05-01,Referral,Desktop,Yes,No,No,No,0
SES-10457,2023-04-17,Referral,Tablet,Yes,No,No,No,2
SES-10458,2023-11-05,Organic Search,Tablet,Yes,No,No,No,0
SES-10459,2023-04-03,Direct,Tablet,No,Yes,No,No,223
SES-10460,2023-05-23,Direct,Mobile,Yes,No,No,No,8
SES-10461,2023-10-09,Direct,Mobile,No,Yes,No,No,578
SES-10462,2023-03-25,Referral,Tablet,No,Yes,No,No,48
SES-10463,2023-06-02,Paid Search,Desktop,Yes,No,No,No,5
SES-10464,2023-06-20,Organic Search,Mobile,Yes,No,No,No,2
SES-10465,2023-12-24,Direct,Mobile,Yes,No,No,No,2
SES-10466,2023-08-02,Social,Mobile,Yes,No,No,No,5
SES-10467,2023-04-08,Referral,Mobile,Yes,No,No,No,5
SES-10468,2023-09-30,Organic Search,Tablet,No,Yes,No,No,461
SES-10469,2023-01-10,Referral,Mobile,Yes,No,No,No,1
SES-10470,2023-12-17,Social,Desktop,Yes,No,No,No,0
SES-10471,2023-07-05,Paid Search,Mobile,Yes,No,No,No,0
SES-10472,2023-11-14,Social,Desktop,Yes,No,No,No,8
SES-10473,2023-11-25,Referral,Mobile,Yes,No,No,No,4
SES-10474,2023-10-05,Organic Search,Desktop,Yes,No,No,No,0
SES-10475,2023-07-21,Referral,Desktop,Yes,No,No,No,3
SES-10476,2023-10-19,Organic Search,Tablet,No,Yes,Yes,No,479
SES-10477,2023-06-02,Direct,Desktop,Yes,No,No,No,3
SES-10478,2023-08-05,Organic Search,Tablet,No,Yes,No,No,408
SES-10479,2023-08-28,Direct,Tablet,No,Yes,No,No,390
SES-10480,2023-07-27,Paid Search,Mobile,No,Yes,No,No,115
SES-10481,2023-11-14,Social,Tablet,Yes,No,No,No,0
SES-10482,2023-05-12,Direct,Tablet,No,Yes,Yes,Yes,79
SES-10483,2023-10-08,Direct,Tablet,No,Yes,No,No,227
SES-10484,2023-07-30,Direct,Tablet,Yes,No,No,No,5
SES-10485,2023-08-08,Referral,Mobile,No,Yes,Yes,No,515
SES-10486,2023-07-10,Direct,Desktop,Yes,No,No,No,0
SES-10487,2023-02-02,Organic Search,Mobile,No,Yes,No,No,198
SES-10488,2023-08-18,Direct,Tablet,No,Yes,Yes,No,353
SES-10489,2023-12-30,Paid Search,Desktop,Yes,No,No,No,9
SES-10490,2023-02-07,Organic Search,Tablet,Yes,No,No,No,3
SES-10491,2023-05-22,Direct,Tablet,No,Yes,Yes,Yes,46
SES-10492,2023-05-27,Direct,Desktop,No,Yes,Yes,No,432
SES-10493,2023-06-01,Referral,Mobile,Yes,No,No,No,5
SES-10494,2023-02-07,Direct,Desktop,No,Yes,No,No,78
SES-10495,2023-02-26,Paid Search,Desktop,Yes,No,No,No,6
SES-10496,2023-10-19,Organic Search,Desktop,Yes,No,No,No,0
SES-10497,2023-09-16,Organic Search,Mobile,Yes,No,No,No,1
SES-10498,2023-11-22,Paid Search,Tablet,Yes,No,No,No,2
SES-10499,2023-04-14,Referral,Desktop,Yes,No,No,No,1
SES-10500,2023-08-20,Organic Search,Mobile,No,Yes,No,No,211
SES-10501,2023-07-04,Referral,Mobile,Yes,No,No,No,2
SES-10502,2023-11-19,Organic Search,Tablet,Yes,No,No,No,8
SES-10503,2023-10-11,Social,Desktop,No,Yes,No,No,13
SES-10504,2023-07-22,Social,Desktop,No,Yes,No,No,385
SES-10505,2023-11-28,Organic Search,Desktop,Yes,No,No,No,4
SES-10506,2023-02-02,Social,Desktop,No,Yes,No,No,206
SES-10507,2023-10-01,Paid Search,Mobile,No,Yes,No,No,450
SES-10508,2023-03-15,Referral,Tablet,No,Yes,No,No,410
SES-10509,2023-06-04,Organic Search,Tablet,No,Yes,Yes,No,334
SES-10510,2023-08-19,Referral,Mobile,No,Yes,Yes,No,286
SES-10511,2023-05-08,Referral,Desktop,No,Yes,No,No,206
SES-10512,2023-01-21,Paid Search,Tablet,No,Yes,Yes,Yes,263
SES-10513,2023-02-24,Referral,Tablet,Yes,No,No,No,5
SES-10514,2023-02-11,Paid Search,Tablet,Yes,No,No,No,1
SES-10515,2023-08-18,Paid Search,Desktop,No,Yes,Yes,No,230
SES-10516,2023-02-28,Referral,Desktop,No,Yes,Yes,No,597
SES-10517,2023-11-01,Organic Search,Mobile,No,Yes,No,No,281
SES-10518,2023-12-27,Paid Search,Tablet,Yes,No,No,No,2
SES-10519,2023-03-21,Referral,Mobile,Yes,No,No,No,3
SES-10520,2023-06-23,Referral,Mobile,Yes,No,No,No,5
SES-10521,2023-03-25,Social,Tablet,No,Yes,Yes,Yes,353
SES-10522,2023-03-08,Organic Search,Tablet,No,Yes,No,No,164
SES-10523,2023-07-03,Social,Desktop,Yes,No,No,No,0
SES-10524,2023-07-05,Social,Mobile,Yes,No,No,No,5
SES-10525,2023-10-01,Social,Desktop,No,Yes,Yes,No,520
SES-10526,2023-10-03,Direct,Desktop,Yes,No,No,No,0
SES-10527,2023-04-14,Paid Search,Tablet,Yes,No,No,No,6
SES-10528,2023-10-30,Organic Search,Desktop,No,Yes,No,No,197
SES-10529,2023-09-29,Social,Desktop,No,Yes,Yes,No,554
SES-10530,2023-02-13,Direct,Mobile,Yes,No,No,No,5
SES-10531,2023-08-14,Organic Search,Mobile,No,Yes,No,No,480
SES-10532,2023-11-11,Referral,Mobile,No,Yes,No,No,253
SES-10533,2023-04-29,Organic Search,Desktop,No,Yes,No,No,110
SES-10534,2023-07-10,Social,Desktop,No,Yes,Yes,Yes,135
SES-10535,2023-09-26,Social,Tablet,Yes,No,No,No,8
SES-10536,2023-02-21,Organic Search,Mobile,Yes,No,No,No,6
SES-10537,2023-12-31,Direct,Desktop,No,Yes,No,No,259
SES-10538,2023-06-22,Paid Search,Mobile,Yes,No,No,No,0
SES-10539,2023-02-26,Direct,Desktop,Yes,No,No,No,2
SES-10540,2023-02-15,Referral,Desktop,No,Yes,No,No,236
SES-10541,2023-02-18,Direct,Tablet,No,Yes,No,No,122
SES-10542,2023-03-29,Organic Search,Mobile,No,Yes,No,No,269
SES-10543,2023-09-25,Paid Search,Mobile,Yes,No,No,No,5
SES-10544,2023-06-05,Social,Mobile,Yes,No,No,No,8
SES-10545,2023-10-19,Referral,Desktop,Yes,No,No,No,8
SES-10546,2023-08-21,Direct,Desktop,No,Yes,No,No,149
SES-10547,2023-08-16,Organic Search,Desktop,Yes,No,No,No,1
SES-10548,2023-03-04,Direct,Mobile,Yes,No,No,No,5
SES-10549,2023-03-11,Social,Tablet,Yes,No,No,No,8
SES-10550,2023-10-03,Referral,Mobile,Yes,No,No,No,1
SES-10551,2023-10-19,Direct,Tablet,No,Yes,No,No,282
SES-10552,2023-07-21,Social,Mobile,Yes,No,No,No,3
SES-10553,2023-01-28,Direct,Tablet,No,Yes,No,No,269
SES-10554,2023-09-22,Paid Search,Mobile,No,Yes,No,No,236
SES-10555,2023-07-05,Social,Desktop,Yes,No,No,No,0
SES-10556,2023-07-21,Referral,Tablet,Yes,No,No,No,0
SES-10557,2023-11-20,Direct,Tablet,No,Yes,No,No,486
SES-10558,2023-09-20,Direct,Tablet,Yes,No,No,No,5
SES-10559,2023-08-08,Direct,Desktop,Yes,No,No,No,3
SES-10560,2023-07-14,Organic Search,Desktop,Yes,No,No,No,5
SES-10561,2023-06-09,Organic Search,Mobile,Yes,No,No,No,7
SES-10562,2023-02-06,Referral,Tablet,No,Yes,No,No,348
SES-10563,2023-11-28,Direct,Desktop,No,Yes,No,No,338
SES-10564,2023-08-07,Referral,Tablet,Yes,No,No,No,8
SES-10565,2023-06-10,Direct,Mobile,Yes,No,No,No,8
SES-10566,2023-11-29,Paid Search,Tablet,Yes,No,No,No,3
SES-10567,2023-04-07,Organic Search,Tablet,Yes,No,No,No,7
SES-10568,2023-04-10,Direct,Desktop,Yes,No,No,No,6
SES-10569,2023-02-13,Organic Search,Tablet,No,Yes,No,No,499
SES-10570,2023-06-18,Paid Search,Mobile,Yes,No,No,No,8
SES-10571,2023-01-01,Social,Tablet,No,Yes,No,No,254
SES-10572,2023-08-10,Paid Search,Tablet,No,Yes,Yes,Yes,260
SES-10573,2023-11-08,Paid Search,Tablet,No,Yes,Yes,No,427
SES-10574,2023-02-26,Social,Tablet,Yes,No,No,No,8
SES-10575,2023-03-11,Paid Search,Desktop,No,Yes,No,No,351
SES-10576,2023-01-05,Referral,Tablet,No,Yes,No,No,61
SES-10577,2023-07-05,Referral,Mobile,Yes,No,No,No,9
SES-10578,2023-08-15,Referral,Mobile,Yes,No,No,No,3
SES-10579,2023-09-26,Organic Search,Desktop,No,Yes,No,No,352
SES-10580,2023-12-24,Referral,Mobile,Yes,No,No,No,3
SES-10581,2023-07-04,Social,Tablet,Yes,No,No,No,2
SES-10582,2023-10-20,Organic Search,Desktop,Yes,No,No,No,3
SES-10583,2023-12-24,Paid Search,Tablet,Yes,No,No,No,0
SES-10584,2023-01-23,Social,Mobile,No,Yes,Yes,No,22
SES-10585,2023-02-18,Referral,Desktop,No,Yes,No,No,214
SES-10586,2023-09-19,Organic Search,Desktop,Yes,No,No,No,8
SES-10587,2023-12-21,Direct,Mobile,Yes,No,No,No,0
SES-10588,2023-09-21,Direct,Mobile,No,Yes,Yes,Yes,461
SES-10589,2023-09-04,Direct,Mobile,No,Yes,Yes,Yes,177
SES-10590,2023-07-12,Organic Search,Mobile,Yes,No,No,No,7
SES-10591,2023-02-25,Paid Search,Tablet,Yes,No,No,No,3
SES-10592,2023-03-25,Referral,Mobile,Yes,No,No,No,1
SES-10593,2023-07-28,Organic Search,Desktop,No,Yes,Yes,No,397
SES-10594,2023-02-23,Organic Search,Tablet,No,Yes,No,No,157
SES-10595,2023-04-20,Direct,Desktop,No,Yes,No,No,599
SES-10596,2023-05-14,Paid Search,Mobile,No,Yes,No,No,529
SES-10597,2023-11-11,Paid Search,Mobile,Yes,No,No,No,7
SES-10598,2023-02-10,Referral,Tablet,No,Yes,No,No,80
SES-10599,2023-03-11,Social,Desktop,Yes,No,No,No,7
SES-10600,2023-10-01,Social,Mobile,No,Yes,No,No,281
SES-10601,2023-04-30,Paid Search,Mobile,Yes,No,No,No,5
SES-10602,2023-05-26,Direct,Mobile,Yes,No,No,No,0
SES-10603,2023-09-19,Referral,Tablet,Yes,No,No,No,2
SES-10604,2023-06-20,Organic Search,Desktop,No,Yes,Yes,No,288
SES-10605,2023-10-29,Referral,Tablet,No,Yes,No,No,577
SES-10606,2023-01-17,Direct,Desktop,No,Yes,No,No,303
SES-10607,2023-01-10,Paid Search,Tablet,No,Yes,Yes,No,451
SES-10608,2023-04-17,Social,Tablet,Yes,No,No,No,3
SES-10609,2023-07-28,Social,Desktop,No,Yes,Yes,No,398
SES-10610,2023-07-25,Referral,Mobile,No,Yes,No,No,83
SES-10611,2023-12-23,Direct,Desktop,Yes,No,No,No,1
SES-10612,2023-11-16,Organic Search,Desktop,Yes,No,No,No,9
SES-10613,2023-08-10,Referral,Tablet,No,Yes,No,No,161
SES-10614,2023-01-27,Referral,Desktop,No,Yes,Yes,Yes,220
SES-10615,2023-02-26,Referral,Tablet,No,Yes,No,No,396
SES-10616,2023-03-08,Social,Tablet,No,Yes,Yes,No,168
SES-10617,2023-09-24,Organic Search,Tablet,Yes,No,No,No,6
SES-10618,2023-11-06,Direct,Desktop,Yes,No,No,No,9
SES-10619,2023-10-07,Direct,Tablet,No,Yes,No,No,523
SES-10620,2023-01-11,Social,Tablet,No,Yes,No,No,152
SES-10621,2023-02-23,Direct,Desktop,Yes,No,No,No,9
SES-10622,2023-04-07,Social,Tablet,No,Yes,No,No,475
SES-10623,2023-07-20,Direct,Tablet,Yes,No,No,No,3
SES-10624,2023-11-23,Social,Desktop,Yes,No,No,No,1
SES-10625,2023-08-28,Direct,Tablet,No,Yes,No,No,287
SES-10626,2023-12-01,Paid Search,Tablet,No,Yes,No,No,340
SES-10627,2023-06-03,Paid Search,Tablet,Yes,No,No,No,6
SES-10628,2023-09-21,Referral,Mobile,Yes,No,No,No,8
SES-10629,2023-06-29,Organic Search,Tablet,No,Yes,No,No,519
SES-10630,2023-01-02,Referral,Desktop,No,Yes,Yes,Yes,289
SES-10631,2023-05-25,Organic Search,Tablet,Yes,No,No,No,5
SES-10632,2023-09-19,Organic Search,Mobile,Yes,No,No,No,1
SES-10633,2023-01-31,Organic Search,Mobile,Yes,No,No,No,8
SES-10634,2023-04-01,Referral,Tablet,No,Yes,No,No,305
SES-10635,2023-04-21,Referral,Tablet,No,Yes,No,No,421
SES-10636,2023-08-02,Direct,Desktop,No,Yes,No,No,244
SES-10637,2023-11-30,Referral,Tablet,Yes,No,No,No,7
SES-10638,2023-02-23,Referral,Tablet,Yes,No,No,No,3
SES-10639,2023-02-23,Referral,Desktop,No,Yes,No,No,232
SES-10640,2023-08-25,Referral,Tablet,No,Yes,No,No,473
SES-10641,2023-06-17,Social,Tablet,No,Yes,No,No,419
SES-10642,2023-08-07,Direct,Desktop,Yes,No,No,No,6
SES-10643,2023-10-30,Direct,Tablet,No,Yes,No,No,529
SES-10644,2023-10-27,Organic Search,Desktop,Yes,No,No,No,6
SES-10645,2023-08-21,Referral,Desktop,No,Yes,No,No,53
SES-10646,2023-07-05,Paid Search,Mobile,No,Yes,No,No,198
SES-10647,2023-04-13,Direct,Mobile,Yes,No,No,No,3
SES-10648,2023-07-30,Referral,Desktop,Yes,No,No,No,8
SES-10649,2023-01-24,Paid Search,Desktop,No,Yes,No,No,462
SES-10650,2023-06-28,Social,Mobile,No,Yes,No,No,344
SES-10651,2023-01-04,Paid Search,Mobile,Yes,No,No,No,1
SES-10652,2023-06-16,Direct,Desktop,Yes,No,No,No,5
SES-10653,2023-09-08,Paid Search,Mobile,Yes,No,No,No,5
SES-10654,2023-12-12,Referral,Tablet,Yes,No,No,No,9
SES-10655,2023-05-24,Direct,Desktop,No,Yes,No,No,405
SES-10656,2023-12-25,Organic Search,Mobile,Yes,No,No,No,3
SES-10657,2023-06-06,Organic Search,Desktop,Yes,No,No,No,1
SES-10658,2023-08-07,Social,Mobile,Yes,No,No,No,0
SES-10659,2023-10-12,Social,Desktop,Yes,No,No,No,2
SES-10660,2023-10-07,Social,Desktop,No,Yes,No,No,129
SES-10661,2023-02-22,Social,Tablet,Yes,No,No,No,1
SES-10662,2023-04-05,Referral,Tablet,No,Yes,Yes,Yes,534
SES-10663,2023-06-13,Organic Search,Tablet,No,Yes,No,No,257
SES-10664,2023-06-09,Referral,Tablet,Yes,No,No,No,1
SES-10665,2023-11-23,Organic Search,Mobile,Yes,No,No,No,0
SES-10666,2023-02-19,Organic Search,Tablet,No,Yes,No,No,504
SES-10667,2023-06-13,Referral,Tablet,Yes,No,No,No,5
SES-10668,2023-06-05,Direct,Tablet,No,Yes,Yes,No,65
SES-10669,2023-12-22,Social,Desktop,No,Yes,No,No,561
SES-10670,2023-06-28,Paid Search,Tablet,Yes,No,No,No,5
SES-10671,2023-03-04,Social,Desktop,Yes,No,No,No,8
SES-10672,2023-09-23,Social,Mobile,Yes,No,No,No,8
SES-10673,2023-08-07,Direct,Mobile,Yes,No,No,No,3
SES-10674,2023-12-28,Paid Search,Tablet,Yes,No,No,No,0
SES-10675,2023-03-06,Direct,Mobile,No,Yes,No,No,445
SES-10676,2023-04-15,Organic Search,Desktop,No,Yes,No,No,20
SES-10677,2023-10-04,Social,Mobile,Yes,No,No,No,9
SES-10678,2023-02-23,Paid Search,Tablet,Yes,No,No,No,5
SES-10679,2023-08-18,Referral,Mobile,No,Yes,No,No,249
SES-10680,2023-12-25,Social,Mobile,Yes,No,No,No,4
SES-10681,2023-05-01,Organic Search,Desktop,No,Yes,Yes,Yes,72
SES-10682,2023-04-24,Direct,Tablet,No,Yes,No,No,390
SES-10683,2023-10-25,Paid Search,Tablet,Yes,No,No,No,4
SES-10684,2023-12-23,Direct,Mobile,No,Yes,Yes,Yes,218
SES-10685,2023-04-08,Organic Search,Desktop,No,Yes,No,No,539
SES-10686,2023-02-11,Referral,Desktop,No,Yes,No,No,120
SES-10687,2023-05-30,Organic Search,Mobile,Yes,No,No,No,0
SES-10688,2023-10-21,Paid Search,Mobile,Yes,No,No,No,6
SES-10689,2023-06-26,Direct,Desktop,No,Yes,No,No,420
SES-10690,2023-03-27,Organic Search,Tablet,No,Yes,No,No,402
SES-10691,2023-09-16,Organic Search,Desktop,Yes,No,No,No,4
SES-10692,2023-04-04,Referral,Mobile,No,Yes,No,No,519
SES-10693,2023-05-09,Paid Search,Desktop,No,Yes,No,No,135
SES-10694,2023-08-16,Paid Search,Mobile,Yes,No,No,No,6
SES-10695,2023-01-31,Paid Search,Desktop,No,Yes,No,No,35
SES-10696,2023-07-10,Direct,Desktop,No,Yes,Yes,No,504
SES-10697,2023-12-16,Direct,Mobile,Yes,No,No,No,8
SES-10698,2023-07-05,Organic Search,Mobile,Yes,No,No,No,5
SES-10699,2023-02-15,Direct,Tablet,No,Yes,Yes,No,530
SES-10700,2023-10-28,Direct,Mobile,Yes,No,No,No,5
SES-10701,2023-06-16,Referral,Mobile,Yes,No,No,No,9
SES-10702,2023-04-14,Paid Search,Mobile,Yes,No,No,No,8
SES-10703,2023-03-08,Organic Search,Mobile,Yes,No,No,No,5
SES-10704,2023-09-04,Referral,Tablet,No,Yes,Yes,No,58
SES-10705,2023-10-17,Direct,Tablet,Yes,No,No,No,6
SES-10706,2023-04-22,Social,Desktop,Yes,No,No,No,0
SES-10707,2023-10-17,Direct,Desktop,Yes,No,No,No,6
SES-10708,2023-10-01,Paid Search,Mobile,No,Yes,No,No,353
SES-10709,2023-09-12,Social,Mobile,Yes,No,No,No,4
SES-10710,2023-03-30,Social,Tablet,Yes,No,No,No,2
SES-10711,2023-07-06,Social,Tablet,Yes,No,No,No,6
SES-10712,2023-10-19,Organic Search,Tablet,No,Yes,No,No,212
SES-10713,2023-07-29,Referral,Desktop,No,Yes,No,No,385
SES-10714,2023-11-12,Organic Search,Desktop,No,Yes,No,No,400
SES-10715,2023-12-14,Organic Search,Mobile,Yes,No,No,No,0
SES-10716,2023-07-19,Organic Search,Desktop,Yes,No,No,No,9
SES-10717,2023-03-02,Paid Search,Tablet,No,Yes,No,No,358
SES-10718,2023-07-17,Social,Desktop,Yes,No,No,No,5
SES-10719,2023-07-26,Social,Mobile,Yes,No,No,No,1
SES-10720,2023-02-17,Direct,Desktop,No,Yes,No,No,319
SES-10721,2023-10-21,Direct,Desktop,No,Yes,No,No,424
SES-10722,2023-01-10,Referral,Tablet,Yes,No,No,No,4
SES-10723,2023-02-02,Social,Tablet,No,Yes,Yes,Yes,394
SES-10724,2023-02-22,Direct,Desktop,No,Yes,No,No,51
SES-10725,2023-06-08,Organic Search,Tablet,No,Yes,No,No,159
SES-10726,2023-12-05,Referral,Mobile,Yes,No,No,No,3
SES-10727,2023-05-24,Referral,Mobile,No,Yes,No,No,290
SES-10728,2023-04-29,Organic Search,Tablet,Yes,No,No,No,4
SES-10729,2023-01-30,Organic Search,Mobile,Yes,No,No,No,9
SES-10730,2023-02-20,Paid Search,Desktop,Yes,No,No,No,3
SES-10731,2023-08-22,Social,Mobile,Yes,No,No,No,3
SES-10732,2023-08-28,Referral,Tablet,No,Yes,No,No,322
SES-10733,2023-12-31,Social,Desktop,Yes,No,No,No,6
SES-10734,2023-08-28,Social,Tablet,No,Yes,No,No,74
SES-10735,2023-08-15,Organic Search,Mobile,Yes,No,No,No,7
SES-10736,2023-07-10,Paid Search,Mobile,Yes,No,No,No,3
SES-10737,2023-08-21,Direct,Mobile,Yes,No,No,No,9
SES-10738,2023-08-14,Paid Search,Desktop,Yes,No,No,No,6
SES-10739,2023-04-23,Referral,Mobile,No,Yes,Yes,Yes,355
SES-10740,2023-10-26,Direct,Tablet,No,Yes,No,No,530
SES-10741,2023-12-21,Paid Search,Tablet,No,Yes,Yes,No,574
SES-10742,2023-12-18,Referral,Mobile,Yes,No,No,No,8
SES-10743,2023-05-01,Direct,Desktop,Yes,No,No,No,5
SES-10744,2023-06-11,Organic Search,Mobile,No,Yes,No,No,553
SES-10745,2023-03-23,Organic Search,Tablet,No,Yes,Yes,Yes,265
SES-10746,2023-05-14,Paid Search,Mobile,Yes,No,No,No,9
SES-10747,2023-02-25,Organic Search,Mobile,No,Yes,No,No,560
SES-10748,2023-05-23,Organic Search,Mobile,Yes,No,No,No,8
SES-10749,2023-09-24,Organic Search,Desktop,No,Yes,No,No,318
SES-10750,2023-08-06,Social,Mobile,Yes,No,No,No,4
SES-10751,2023-10-04,Referral,Mobile,Yes,No,No,No,5
SES-10752,2023-07-05,Referral,Mobile,No,Yes,No,No,232
SES-10753,2023-01-17,Paid Search,Tablet,Yes,No,No,No,5
SES-10754,2023-06-29,Referral,Tablet,Yes,No,No,No,5
SES-10755,2023-03-11,Direct,Mobile,No,Yes,No,No,263
SES-10756,2023-09-21,Referral,Tablet,Yes,No,No,No,8
SES-10757,2023-03-05,Referral,Tablet,Yes,No,No,No,8
SES-10758,2023-09-27,Referral,Tablet,No,Yes,No,No,136
SES-10759,2023-01-02,Organic Search,Mobile,Yes,No,No,No,4
SES-10760,2023-01-01,Referral,Desktop,Yes,No,No,No,0
SES-10761,2023-05-05,Direct,Desktop,No,Yes,Yes,Yes,381
SES-10762,2023-10-30,Referral,Desktop,Yes,No,No,No,9
SES-10763,2023-02-04,Organic Search,Tablet,No,Yes,No,No,128
SES-10764,2023-02-26,Direct,Desktop,Yes,No,No,No,7
SES-10765,2023-11-15,Paid Search,Tablet,No,Yes,Yes,No,493
SES-10766,2023-12-09,Direct,Desktop,No,Yes,No,No,213
SES-10767,2023-08-05,Organic Search,Desktop,No,Yes,Yes,No,215
SES-10768,2023-01-26,Social,Tablet,Yes,No,No,No,1
SES-10769,2023-04-02,Social,Mobile,Yes,No,No,No,6
SES-10770,2023-01-04,Direct,Mobile,No,Yes,Yes,No,312
SES-10771,2023-09-09,Referral,Desktop,Yes,No,No,No,9
SES-10772,2023-10-19,Social,Mobile,Yes,No,No,No,4
SES-10773,2023-03-15,Organic Search,Desktop,No,Yes,Yes,No,297
SES-10774,2023-12-26,Direct,Desktop,No,Yes,No,No,19
SES-10775,2023-09-30,Referral,Tablet,No,Yes,No,No,416
SES-10776,2023-07-06,Social,Tablet,Yes,No,No,No,9
SES-10777,2023-07-28,Referral,Mobile,Yes,No,No,No,0
SES-10778,2023-07-15,Paid Search,Tablet,No,Yes,No,No,556
SES-10779,2023-06-17,Organic Search,Mobile,Yes,No,No,No,2
SES-10780,2023-06-28,Referral,Mobile,Yes,No,No,No,3
SES-10781,2023-01-17,Organic Search,Desktop,No,Yes,No,No,551
SES-10782,2023-01-30,Organic Search,Mobile,No,Yes,Yes,No,138
SES-10783,2023-10-17,Social,Tablet,No,Yes,No,No,529
SES-10784,2023-11-15,Organic Search,Mobile,No,Yes,Yes,Yes,207
SES-10785,2023-09-24,Referral,Mobile,Yes,No,No,No,7
SES-10786,2023-04-21,Organic Search,Mobile,No,Yes,No,No,585
SES-10787,2023-12-24,Referral,Mobile,Yes,No,No,No,4
SES-10788,2023-02-18,Direct,Mobile,No,Yes,No,No,591
SES-10789,2023-07-20,Referral,Tablet,Yes,No,No,No,1
SES-10790,2023-11-10,Paid Search,Tablet,No,Yes,No,No,548
SES-10791,2023-07-28,Social,Tablet,Yes,No,No,No,0
SES-10792,2023-02-12,Social,Desktop,No,Yes,No,No,491
SES-10793,2023-06-28,Social,Tablet,No,Yes,No,No,171
SES-10794,2023-05-31,Organic Search,Desktop,Yes,No,No,No,2
